Facility_ID,Facility_Name,Facility_Name_HI,Facility_Type,Block,Category,HFR_ID,Latitude,Longitude,Coord_Status,Google_Maps_URL,Emergency_24x7,Operating_Hours,Bed_Count,Incharge_Designation,Incharge_Name,Contact_Phone,Key_Services,Address_Details,Drug_Stock_URL,Status,Display_Order
FAC071,Ayushman Arogya Mandir Karandey,,HSC,Chewara,HWC,IN1010004175,25.020730,85.937480,ok,"https://www.google.com/maps/search/?api=1&query=25.02073,85.93748",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Chewara, Sheikhpura",,Active,71
FAC072,Ayushman Arogya Mandir Kurmuri,,HSC,Chewara,HWC,IN1010003785,24.997800,85.951930,ok,"https://www.google.com/maps/search/?api=1&query=24.9978,85.95193",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Chewara, Sheikhpura",,Active,72
FAC073,Ayushman Arogya Mandir RANKAR,,HSC,Chewara,UHWC,IN1010003286,25.090770,85.930210,ok,"https://www.google.com/maps/search/?api=1&query=25.09077,85.93021",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Chewara, Sheikhpura",,Active,73
FAC074,HWC Belchhi,,HSC,Chewara,HWC,IN1010003474,25.049000,85.855600,ok,"https://www.google.com/maps/search/?api=1&query=25.049,85.8556",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Chewara, Sheikhpura",,Active,74
FAC075,Ayushman Arogya Mandir Baughat,,HSC,Ghatkusumbha,HWC,IN1010002453,25.192910,85.964630,ok,"https://www.google.com/maps/search/?api=1&query=25.19291,85.96463",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Ghatkusumbha, Sheikhpura",,Active,75
FAC076,Ayushman Arogya Mandir GAGAUR,,HSC,Ghatkusumbha,HWC,IN1010002628,25.194000,85.923260,ok,"https://www.google.com/maps/search/?api=1&query=25.194,85.92326",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Ghatkusumbha, Sheikhpura",,Active,76
FAC077,Ayushman Arogya Mandir KOYLA,,HSC,Ghatkusumbha,HWC,IN1010003304,25.198150,85.953000,ok,"https://www.google.com/maps/search/?api=1&query=25.19815,85.953",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Ghatkusumbha, Sheikhpura",,Active,77
FAC078,Ayushman Arogya Mandir MAPHO,,HSC,Ghatkusumbha,HWC,IN1010003294,25.214610,85.851650,ok,"https://www.google.com/maps/search/?api=1&query=25.21461,85.85165",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Ghatkusumbha, Sheikhpura",,Active,78
FAC079,Ayushman Arogya Mandir Dihkusumbha,,HSC,Ghatkusumbha,HWC,IN1010002625,25.184680,85.919820,ok,"https://www.google.com/maps/search/?api=1&query=25.18468,85.91982",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Ghatkusumbha, Sheikhpura",,Active,79
FAC080,Ayushman Arogya Mandir Ghatkusumbha,,HSC,Ghatkusumbha,,IN1010002637,25.212550,85.930800,ok,"https://www.google.com/maps/search/?api=1&query=25.21255,85.9308",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Ghatkusumbha, Sheikhpura",,Active,80
FAC081,Ayushman Arogya Mandir KORMA,,HSC,Ghatkusumbha,HWC,IN1010002631,25.191600,85.879550,ok,"https://www.google.com/maps/search/?api=1&query=25.1916,85.87955",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Ghatkusumbha, Sheikhpura",,Active,81
FAC082,Ayushman Arogya Mandir PANAPUR,,HSC,Ghatkusumbha,HWC,IN1010002635,25.177290,85.979380,ok,"https://www.google.com/maps/search/?api=1&query=25.17729,85.97938",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Ghatkusumbha, Sheikhpura",,Active,82
FAC083,Ayushman Arogya Mandir Audhe,,HSC,Sheikhpura,HWC,IN1010001498,49.458740,4.878770,outside,"https://www.google.com/maps/search/?api=1&query=49.45874,4.87877",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Sheikhpura, Sheikhpura",,Active,83
FAC084,Ayushman Arogya Mandir Baadshahpur,,HSC,Sheikhpura,HWC,IN1010001915,25.178960,85.798040,ok,"https://www.google.com/maps/search/?api=1&query=25.17896,85.79804",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Sheikhpura, Sheikhpura",,Active,84
FAC085,Ayushman Arogya Mandir Bajitpur,,HSC,Sheikhpura,UHWC,IN1010001905,25.146010,85.819460,ok,"https://www.google.com/maps/search/?api=1&query=25.14601,85.81946",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Sheikhpura, Sheikhpura",,Active,85
FAC086,Ayushman Arogya Mandir Chitaura,,HSC,Sheikhpura,HWC,IN1010001635,25.183580,85.832040,ok,"https://www.google.com/maps/search/?api=1&query=25.18358,85.83204",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Sheikhpura, Sheikhpura",,Active,86
FAC087,Ayushman Arogya Mandir Deoley,,HSC,Sheikhpura,HWC,IN1010001748,46.917890,6.956040,outside,"https://www.google.com/maps/search/?api=1&query=46.91789,6.95604",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Sheikhpura, Sheikhpura",,Active,87
FAC088,Ayushman Arogya Mandir Dihri,,HSC,Sheikhpura,HWC,IN1010001623,25.151270,85.783490,ok,"https://www.google.com/maps/search/?api=1&query=25.15127,85.78349",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Sheikhpura, Sheikhpura",,Active,88
FAC089,Ayushman Arogya Mandir Gabbey,,HSC,Sheikhpura,HWC,IN1010001503,25.185980,85.808290,ok,"https://www.google.com/maps/search/?api=1&query=25.18598,85.80829",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Sheikhpura, Sheikhpura",,Active,89
FAC090,Ayushman Arogya Mandir Jiyanbigha,,HSC,Sheikhpura,HWC,IN1010001908,25.106190,85.727220,ok,"https://www.google.com/maps/search/?api=1&query=25.10619,85.72722",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Sheikhpura, Sheikhpura",,Active,90
FAC091,Ayushman Arogya Mandir Kaarey,,HSC,Sheikhpura,HWC,IN1010001601,27.179780,88.479580,outside,"https://www.google.com/maps/search/?api=1&query=27.17978,88.47958",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Sheikhpura, Sheikhpura",,Active,91
FAC092,Ayushman Arogya Mandir Kaithwan,,HSC,Sheikhpura,HWC,IN1010002187,25.129690,85.934720,ok,"https://www.google.com/maps/search/?api=1&query=25.12969,85.93472",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Sheikhpura, Sheikhpura",,Active,92
FAC093,Ayushman Arogya Mandir Kamta,,HSC,Sheikhpura,HWC,IN1010002425,25.144740,85.812350,ok,"https://www.google.com/maps/search/?api=1&query=25.14474,85.81235",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Sheikhpura, Sheikhpura",,Active,93
FAC094,Ayushman Arogya Mandir Kurauni,,HSC,Sheikhpura,HWC,IN1010002424,25.194020,85.858090,ok,"https://www.google.com/maps/search/?api=1&query=25.19402,85.85809",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Sheikhpura, Sheikhpura",,Active,94
FAC095,Ayushman Arogya Mandir Kusumbha,,HSC,Sheikhpura,HWC,IN1010001764,25.104450,85.772220,ok,"https://www.google.com/maps/search/?api=1&query=25.10445,85.77222",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Sheikhpura, Sheikhpura",,Active,95
FAC096,Ayushman Arogya Mandir Lodipur,,HSC,Sheikhpura,HWC,IN1010001508,25.123110,85.769570,ok,"https://www.google.com/maps/search/?api=1&query=25.12311,85.76957",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Sheikhpura, Sheikhpura",,Active,96
FAC097,Ayushman Arogya Mandir Matokhar,,HSC,Sheikhpura,UHWC,IN1010001928,25.315010,83.093160,outside,"https://www.google.com/maps/search/?api=1&query=25.31501,83.09316",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Sheikhpura, Sheikhpura",,Active,97
FAC098,Ayushman Arogya Mandir Murarpur,,HSC,Sheikhpura,HWC,IN1010001740,25.168110,85.843220,ok,"https://www.google.com/maps/search/?api=1&query=25.16811,85.84322",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Sheikhpura, Sheikhpura",,Active,98
FAC099,Ayushman Arogya Mandir Pachna,,HSC,Sheikhpura,UHWC,IN1010001496,25.150980,85.911580,ok,"https://www.google.com/maps/search/?api=1&query=25.15098,85.91158",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Sheikhpura, Sheikhpura",,Active,99
FAC100,Ayushman Arogya Mandir Purankama,,HSC,Sheikhpura,UHWC,IN1010001500,25.155680,85.819250,ok,"https://www.google.com/maps/search/?api=1&query=25.15568,85.81925",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Sheikhpura, Sheikhpura",,Active,100
FAC101,Ayushman Arogya Mandir Rajopur,,HSC,Sheikhpura,HWC,IN1010001728,25.179880,85.771180,ok,"https://www.google.com/maps/search/?api=1&query=25.17988,85.77118",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Sheikhpura, Sheikhpura",,Active,101
FAC102,Ayushman Arogya Mandir Ramnubigha,,HSC,Sheikhpura,HWC,IN1010001661,25.208900,85.850920,ok,"https://www.google.com/maps/search/?api=1&query=25.2089,85.85092",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Sheikhpura, Sheikhpura",,Active,102
FAC103,Ayushman Arogya Mandir Rasalpur,,HSC,Sheikhpura,HWC,IN1010001504,25.181160,85.828820,ok,"https://www.google.com/maps/search/?api=1&query=25.18116,85.82882",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Sheikhpura, Sheikhpura",,Active,103
FAC104,Ayushman Arogya Mandir Sirari,,HSC,Sheikhpura,HWC,IN1010000643,25.133770,85.952870,ok,"https://www.google.com/maps/search/?api=1&query=25.13377,85.95287",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Sheikhpura, Sheikhpura",,Active,104
FAC105,Ayushman Arogya Mandir Sultanpur,,HSC,Sheikhpura,HWC,IN1010001489,25.110690,85.945450,ok,"https://www.google.com/maps/search/?api=1&query=25.11069,85.94545",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Sheikhpura, Sheikhpura",,Active,105
FAC106,Ayushman Arogya Mandir Baank,,HSC,Sheikhpura,HWC,IN1010001770,25.109060,85.747940,ok,"https://www.google.com/maps/search/?api=1&query=25.10906,85.74794",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Sheikhpura, Sheikhpura",,Active,106
FAC107,Ayushman Arogya Mandir Hasaurhi,,HSC,Sheikhpura,,IN1010002421,25.095900,85.945580,ok,"https://www.google.com/maps/search/?api=1&query=25.0959,85.94558",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Sheikhpura, Sheikhpura",,Active,107
FAC108,Ayushman Arogya Mandir Lodipur Gabbey,,HSC,Sheikhpura,,IN1010001924,21.216940,79.185100,outside,"https://www.google.com/maps/search/?api=1&query=21.21694,79.1851",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Sheikhpura, Sheikhpura",,Active,108
FAC109,Ayushman Arogya Mandir Mahsar,,HSC,Sheikhpura,HWC,IN1010001911,25.829490,86.056620,outside,"https://www.google.com/maps/search/?api=1&query=25.82949,86.05662",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Sheikhpura, Sheikhpura",,Active,109
FAC110,Ayushman Arogya Mandir Puraina,,HSC,Sheikhpura,HWC,IN1010001715,25.177160,85.900990,ok,"https://www.google.com/maps/search/?api=1&query=25.17716,85.90099",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Sheikhpura, Sheikhpura",,Active,110
FAC111,Government Engineering College,,HSC,Sheikhpura,UHWC,IN1010020683,,,missing,,No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Sheikhpura, Sheikhpura",,Active,111
FAC112,HWC Abgil,,HSC,Sheikhpura,HWC,IN1010001927,25.164520,85.874170,ok,"https://www.google.com/maps/search/?api=1&query=25.16452,85.87417",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Sheikhpura, Sheikhpura",,Active,112
FAC113,Ayushman Arogya Mandir AMBARI,,HSC,Shekhopur Sarai,HWC,IN1010004509,25.141070,85.697530,ok,"https://www.google.com/maps/search/?api=1&query=25.14107,85.69753",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Shekhopur Sarai, Sheikhpura",,Active,113
FAC114,Ayushman Arogya Mandir Asthanna,,HSC,Shekhopur Sarai,,IN1010007158,25.154560,85.698680,ok,"https://www.google.com/maps/search/?api=1&query=25.15456,85.69868",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Shekhopur Sarai, Sheikhpura",,Active,114
FAC115,Ayushman Arogya Mandir Belaw,,HSC,Shekhopur Sarai,HWC,IN1010011693,25.085890,85.441380,outside,"https://www.google.com/maps/search/?api=1&query=25.08589,85.44138",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Shekhopur Sarai, Sheikhpura",,Active,115
FAC116,Ayushman Arogya Mandir Charuawan,,HSC,Shekhopur Sarai,UHWC,IN1010016997,25.075017,85.410091,outside,"https://www.google.com/maps/search/?api=1&query=25.0750167,85.4100906",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Shekhopur Sarai, Sheikhpura",,Active,116
FAC117,Ayushman Arogya Mandir Chhema,,HSC,Shekhopur Sarai,HWC,IN1010011684,25.075930,85.431220,outside,"https://www.google.com/maps/search/?api=1&query=25.07593,85.43122",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Shekhopur Sarai, Sheikhpura",,Active,117
FAC118,Ayushman Arogya Mandir Kabirpur,,HSC,Shekhopur Sarai,,IN1010011681,25.128960,85.698140,ok,"https://www.google.com/maps/search/?api=1&query=25.12896,85.69814",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Shekhopur Sarai, Sheikhpura",,Active,118
FAC119,Ayushman Arogya Mandir Kewalbigha,,HSC,Shekhopur Sarai,,IN1010011690,25.084410,85.443330,outside,"https://www.google.com/maps/search/?api=1&query=25.08441,85.44333",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Shekhopur Sarai, Sheikhpura",,Active,119
FAC120,Ayushman Arogya Mandir Khuriya,,HSC,Shekhopur Sarai,HWC,IN1010004510,25.064130,85.393350,outside,"https://www.google.com/maps/search/?api=1&query=25.06413,85.39335",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Shekhopur Sarai, Sheikhpura",,Active,120
FAC121,Ayushman Arogya Mandir Mohabbatpur,,HSC,Shekhopur Sarai,HWC,IN1010007160,25.112700,85.648050,ok,"https://www.google.com/maps/search/?api=1&query=25.1127,85.64805",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Shekhopur Sarai, Sheikhpura",,Active,121
FAC122,Ayushman Arogya Mandir Nimi,,HSC,Shekhopur Sarai,UHWC,IN1010004511,25.115790,85.703800,ok,"https://www.google.com/maps/search/?api=1&query=25.11579,85.7038",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Shekhopur Sarai, Sheikhpura",,Active,122
FAC123,Ayushman Arogya Mandir Onama,,HSC,Shekhopur Sarai,HWC,IN1010006234,25.093630,85.431190,outside,"https://www.google.com/maps/search/?api=1&query=25.09363,85.43119",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Shekhopur Sarai, Sheikhpura",,Active,123
FAC124,Ayushman Arogya Mandir Panchi,,HSC,Shekhopur Sarai,,IN1010011677,25.210660,85.754830,ok,"https://www.google.com/maps/search/?api=1&query=25.21066,85.75483",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Shekhopur Sarai, Sheikhpura",,Active,124
FAC125,Ayushman Arogya Mandir Panhesha,,HSC,Shekhopur Sarai,HWC,IN1010011675,25.112830,85.670970,ok,"https://www.google.com/maps/search/?api=1&query=25.11283,85.67097",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Shekhopur Sarai, Sheikhpura",,Active,125
FAC126,Ayushman Arogya Mandir Shekhopursarai,,HSC,Shekhopur Sarai,,IN1010004277,25.070210,85.412540,outside,"https://www.google.com/maps/search/?api=1&query=25.07021,85.41254",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Shekhopur Sarai, Sheikhpura",,Active,126
FAC127,Ayushman Arogya Mandir Pahadiya,,HSC,Shekhopur Sarai,UHWC,IN1010004265,25.054630,85.413770,outside,"https://www.google.com/maps/search/?api=1&query=25.05463,85.41377",No,9:00 AM - 5:00 PM,0,Community Health Officer (CHO) / ANM,,,"Primary Care, Tele-consultation (e-Sanjeevani), NCD Screening, Immunization, Free Medicines, Wellness Yoga","Shekhopur Sarai, Sheikhpura",,Active,127
